item/Area, x, y, z
Area1,-1.6267572799447099,1.0736504212345295,-1
Area2,-0.9578841479920881,4.414566388159175,-1
a1,1.9863376085967124,11.333212738336327,-1
a2,0.35137853422131393,1.6137569721248104,-1
